Index,Volume,Name,Census isosig,Method,Time,Final isosig,Genus,Census fundamental group rank,Homology rank,Haken,
7187,5.4615577401050600,v2715(-2 3),rLLvLLvQMQQPccdgiokojnlnpopmnqqhsgvidpgemlsrrfwek,Vertex,4.07503080368042,qLLLLzMPMPPkacfgikjjljmnoopppjkrjpxpcsgtmxnmup,2,2,1,FALSE,
7188,5.4616121851182200,v2897(4 1),rLLvLAvAMQQMcbefginjonmkmopmoqqxxxvcqfmddjsgfsrxr,Vertex,7.473353862762450,qLLLvAAMAwQkcdghfkjhklmnopopphshfjhardafepejjr,2,2,1,FALSE,
7189,5.4619052496928200,v3172(3 1),qLLLvLLQLQQkacfkjnllnopoolnppnkgpxejgwadtdgvqe,Vertex,14.869334936142000,qLLLvLLQLQQkacfkjnllnopoolnppnkgpxejgwadtdgvqe,2,2,1,FALSE,
7190,5.4619561451466700,v2674(-6 1),rLLLLLvAzQQQccdgihnjopkpqopmoqqhshvvhppnrkhkkkcul,Vertex,34.96348023414610,rLLLLLvAzQQQccdgihnjopkpqopmoqqhshvvhppnrkhkkkcul,2,2,1,FALSE,
7191,5.4620238988489900,v3266(-3 1),rLLvLLMPQvQQcbehfhkjmjlmpnqoqpqxxlkkxfpvxptkexwjf,Gadget and cliques,130.35503792762800,qLLvLLAwQMQkcdgijkhilonppmnophsgknmnjuhvlaksba,2,2,2,TRUE,
7192,5.4623452907840400,v2941(4 1),rLLzvPzPLPQQccdcgiklikolponpqqqhsnvemmqwekthwtdsw,Vertex,10.956950187683100,qLLLvALMQMPkcdgjgljkkmlnnpopphshxwpiamlpwnxmsf,2,2,1,FALSE,
7193,5.4624441328492400,v3158(-4 1),rLLLvLAvQAQQccdghljojpplqnoqnpqhshvatqaqcrxgwhjrp,Vertex,2202.635326862340,qLLvvPLQAAQkcdiikmhlnlnopmnpphsbvxtnddplqxobdu,3,3,1,FALSE,
7194,5.4625874987057800,v2695(-1 4),rLLvLLAwQPAQccdgijkhikonnopqppqhsgnnmnrehjkkpxpuj,Vertex,25.722811937332200,rLLvLLAwQPAQccdgijkhikonnopqppqhsgnnmnrehjkkpxpuj,2,3,1,FALSE,
7195,5.4626415722783500,v2763(-1 4),qLLLLvPAAAQkacfhmhijnllopoonpjkgdhlmcxjwhtqxjj,Vertex,3.668222188949590,qLLLLvPAAAQkacfhmhijnllopoonpjkgdhlmcxjwhtqxjj,2,3,1,TRUE,
7196,5.4626939669252200,v2738(3 2),qLLvLMLLQQAkbefjkjlnmmkooomppxxxwegxaalxesvkxk,Vertex,6.792502164840700,qLLvLMLLQQAkbefjkjlnmmkooomppxxxwegxaalxesvkxk,2,2,2,TRUE,
7197,5.4627486232347900,v2704(-6 1),sLALvLMMzMMQPbcbehhlklnmmpopoqrrhhjskvhpdwokhudjvqs,Vertex,31.18828320503240,sLALvLMMzMMQPbcbehhlklnmmpopoqrrhhjskvhpdwokhudjvqs,2,2,1,FALSE,
7198,5.4628052643713400,v2840(-4 3),rLLLvAMvMQQMcbefgjihknlmmnopoqqhhqwbokeeokkfwowhs,Vertex,65.1736068725586,rLLLvAMvMQQMcbefgjihknlmmnopoqqhhqwbokeeokkfwowhs,2,2,1,FALSE,
7199,5.4628695909095700,s958(-1 3),qLvLLLwzQQQkaeghionpmkopnommpjxkkimgjgcfrccnbs,Vertex,1395.8332080841100,qLvLLLwzQQQkaeghionpmkopnommpjxkkimgjgcfrccnbs,3,3,1,TRUE,
7200,5.4629792444209600,v2994(4 1),rLvLLMzwPQPQcbgegihjomnopoqnnpqlhtgvssaqjcknqsgrn,Vertex,6.933890104293820,qLLLLLLPQLQkbeffihkllkmnopoopxxixnkxulrvcipmlj,2,3,1,FALSE,
7201,5.4631361033683800,v3289(-4 1),qLLvALvQAPQkbeghjninlkpmnmpophhhaaijmualvogqww,Vertex,10.61588978767400,qLLvALvQAPQkbeghjninlkpmnmpophhhaaijmualvogqww,2,2,1,TRUE,
