Index,Name,Volume,Census isosig,Method,Time,Final isosig,Genus,Tetrahedra,Census fundamental group rank,Homology rank,Haken
0,m003(-3 1),0.9427073627769280,jLvMLQQbfefgihhiixiptvvvgof,Vertex,0.257,jLvMLQQbfefgihhiixiptvvvgof,2,9,2,2,FALSE
1,m003(-2 3),0.9813688288922320,jLvvQQQbghighigihduqugksnof,Vertex,0.441,jLvvQQQbghighigihduqugksnof,2,9,2,1,FALSE
2,m007(3 1),1.0149416064096500,jLvAzQQbefgihhiihxttasjvobr,Vertex,0.156,jLvAzQQbefgihhiihxttasjvobr,2,9,2,2,FALSE
3,m003(-4 3),1.2637092386580400,kLLLLMQkacfgijjhiijnkgjitpemgn,Vertex,0.106,jLLvQMQcdfeghiihihsqaggqtni,2,10,2,2,FALSE
4,m004(6 1),1.2844853004683500,kLLvLQQkcdjgjijhihihsfrovojgng,Cliques,1.752,kLLvLQQkcdjgjijhihihsfrovojgng,2,10,2,1,FALSE
5,m004(1 2),1.3985088841508100,kLLLLQMkbcghgihijjjtsmnonnkddl,Vertex,1.111,kLLLLQMkbcghgihijjjtsmnonnkddl,2,10,2,0,FALSE
6,m009(4 1),1.4140610441653900,kLLvLQQkcdhgjijgijihssrovogncc,Vertex,1.144,kLLvLQQkcdhgjijgijihssrovogncc,2,10,2,1,FALSE
7,m003(-3 4),1.4140610441653900,kLLvLQQkachjihijihjnkpxpadplem,Vertex,0.471,kLLvLQQkachjihijihjnkpxpadplem,2,10,2,1,FALSE
8,m003(-4 1),1.4236119002928300,kLLLLPQkacfghhjiijjnkgjiuldmcn,Vertex,0.616,kLLLLPQkacfghhjiijjnkgjiuldmcn,2,10,2,1,FALSE
9,m004(3 2),1.4406990067273600,kLLLLMQkbcgfgjihijjtsmgoxffsuq,Vertex,0.822,kLLLLMQkbcgfgjihijjtsmgoxffsuq,2,10,2,1,FALSE
10,m004(7 1),1.4637766449272400,lLLLALPQccdgfeihjkkjkhshadhtrcrsw,Gadget and cliques,28.509,lLLLALPQccdgfeihjkkjkhshadhtrcrsw,2,11,2,1,FALSE
11,m004(5 2),1.5294773294300300,lLLLPzMQccddhfijhkjkkpkrbkaaotscs,Vertex,0.175,kLLLLMQkccfghjhihjjlnagghncrpt,2,11,2,1,FALSE
12,m003(-5 3),1.5435689114718600,kLLLLMQkacfgijjhiijjkgjitpemgn,Vertex,0.862,kLLLLMQkacfgijjhiijjkgjitpemgn,2,10,2,1,FALSE
13,m007(1 2),1.5435689114718600,kLLLvQQkbcegjhiihjjtsugakvvfdd,Vertex,1.086,kLLLvQQkbcegjhiihjjtsugakvvfdd,2,10,2,1,FALSE
14,m007(4 1),1.5831666606248100,kLLvQPPkbeghfhiijjjhhhapoatiek,Vertex,0.42,kLLvQPPkbeghfhiijjjhhhapoatiek,2,10,2,1,FALSE
15,m007(3 2),1.5831666606248100,kLvLAPQkcfghigijjjillaqosoixan,Vertex,0.65,kLvLAPQkcfghigijjjillaqosoixan,2,10,2,2,FALSE
16,m006(3 1),1.5886466393001600,lLLvLMQQccdgjifkhkjjkhsgovwandgbm,Vertex,0.112,kLLLzPQkbeffhjihjijhhmifagkmfq,2,11,2,1,FALSE
17,m003(-5 4),1.5886466393001600,lLLzzzQQccdchgjiikjkkhsnwvlpietsf,Vertex,0.206,kLLLALQkcdgfejhijijhshqaqaafjo,2,11,2,1,FALSE
18,m006(-3 2),1.6496097158086600,kLLLLMQkcdfgihjjjiihsxgrvtxpkw,Vertex,0.562,kLLLLMQkcdfgihjjjiihsxgrvtxpkw,2,10,2,1,FALSE
19,m015(5 1),1.7571260291884500,kLvLPPQkcefgijhijjihdhmflsvtan,Vertex,0.211,kLvLPPQkcefgijhijjihdhmflsvtan,2,10,2,1,FALSE
20,m007(-3 2),1.8243443222029100,kLLLAAPkbcgfehhijjjtsmiphaigvb,Vertex,0.138,kLLLAAPkbcgfehhijjjtsmiphaigvb,2,10,2,2,FALSE
21,m009(5 1),1.8319311883544400,lLLvLMQQccdgjigjkijkkhsgnvksmgsxa,Cliques,3.951,lLLvLMQQccdgjigjkijkkhsgnvksmgsxa,2,11,2,2,FALSE
22,m010(-2 3),1.8319311883544400,kLLLzQAkcdfeghiihjjhsmdfvtawrr,Vertex,0.219,kLLLzQAkcdfeghiihjjhsmdfvtawrr,2,10,2,2,FALSE
23,m009(-5 1),1.8319311883544400,lLLLALQPccdgfehhijkkkhshaiuetsqaq,Gadget and cliques,17.566,lLLLALQPccdgfehhijkkkhshaiuetsqaq,2,11,2,2,FALSE
24,m011(1 3),1.8319311883544400,lLvAzAMQcbefeghjikkjkdadinwebuuir,Vertex,2.768,lLvAzAMQcbefeghjikkjkdadinwebuuir,2,11,2,1,FALSE
25,m006(1 3),1.8319311883544400,lLLvMPMQcacfgihjkjikknkvjhaadvjor,Vertex,1.197,lLLvMPMQcacfgihjkjikknkvjhaadvjor,2,11,2,2,FALSE
26,m007(-5 1),1.8435859723266800,lLLLzLQQcbcgfihijkkjktsmdaommxhwr,Vertex,1.157,lLLLzLQQcbcgfihijkkjktsmdaommxhwr,2,11,2,1,FALSE
27,m009(1 2),1.8435859723266800,lLLvLMQQcbcihikjhijkktscccxrrfnpx,Vertex,1.726,lLLvLMQQcbcihikjhijkktscccxrrfnpx,2,11,2,1,FALSE
28,m016(-3 2),1.8854147255538600,kLvAwMQkcfefighjijjumuisbfxblp,Vertex,0.247,kLvAwMQkcfefighjijjumuisbfxblp,2,10,2,1,FALSE
29,m007(5 1),1.8854147255538600,lLLLLMMQccdgihhjhkjkkhshcsvhcqaqj,Vertex,0.616,lLLLLMMQccdgihhjhkjkkhshcsvhcqaqj,2,11,2,1,FALSE
30,m006(-1 3),1.8854147255538600,kLLvQMMkcdfeghiiijjhsqaggqtihj,Vertex,0.097,kLLvQMMkcdfeghiiijjhsqaggqtihj,2,10,2,1,FALSE
31,m017(-3 2),1.8854147255538600,kLLvPAQkcehighjgijjptutggufnqa,Vertex,0.083,kLLvPAQkcehighjgijjptutggufnqa,2,10,2,2,FALSE
32,m006(3 2),1.8859142560190600,lLLLLAPQccddhghijkkjkpkrbogaatcof,Vertex,3.522,lLLLLAPQccddhghijkkjkpkrbogaatcof,2,11,2,1,FALSE
33,m010(-1 3),1.9108437930899900,kLLLzQAkcdfeghiihjjhsmdfvtawrk,Vertex,0.131,kLLLzQAkcdfeghiihjjhsmdfvtawrk,2,10,2,1,FALSE
34,m011(2 3),1.9122102500524300,lLvALPMQcadfghjgikjkknaqjpqkvrcrb,Vertex,4.904,lLvALPMQcadfghjgikjkknaqjpqkvrcrb,2,11,2,0,FALSE
35,m006(4 1),1.9222971095488300,lLLLLwQQccdghhigkkjjkhshrsffxadac,Vertex,0.518,lLLLLwQQccdghhigkkjjkhshrsffxadac,2,11,2,1,FALSE
36,m006(-5 1),1.9415030840274700,lLLLAvQQccegfekkiijjkhqhaxqxmhlfk,Vertex,0.643,lLLLAvQQccegfekkiijjkhqhaxqxmhlfk,2,11,2,1,FALSE
37,m009(3 2),1.9415030840274700,lLLLLPMQcccfgigjikjkklnagvcpwxlxn,Vertex,2.308,lLLLLPMQcccfgigjikjkklnagvcpwxlxn,2,11,2,1,FALSE
38,m006(-2 3),1.9537083154218700,kLLvQMMkcdfeghiiijjhsqaggqtihw,Vertex,0.091,kLLvQMMkcdfeghiiijjhsqaggqtihw,2,10,2,1,FALSE
39,m006(2 3),1.9627376577844600,lLLvMPMQcacfgihjkjikkjkvjhaadvjor,Vertex,2.962,lLLvMPMQcacfgihjkjikkjkvjhaadvjor,2,11,2,1,FALSE
40,m017(-1 3),1.9627376577844600,lLLLLMQMcbcefighhjjkktsxgjkoftaww,Vertex,1.002,lLLLLMQMcbcefighhjjkktsxgjkoftaww,2,11,2,2,FALSE
41,m023(-4 1),2.0143365837768400,lLvvAAQQcbhgjikhjkjikhhujghngirrx,Gadget and cliques,15.446,lLvvAAQQcbhgjikhjkjikhhujghngirrx,2,11,2,2,FALSE
42,m007(5 2),2.0259452818649000,lLLLLPPQccddfgijkijkkpkrkomqidevv,Vertex,2.612,lLLLLPPQccddfgijkijkkpkrkomqidevv,2,11,2,1,FALSE
43,m006(-5 2),2.0288530914749200,lLLLvQPQcbcggijkhijkktsmwnatfwhdj,Vertex,2.134,lLLLvQPQcbcggijkhijkktsmwnatfwhdj,2,11,2,1,FALSE
44,m036(-3 2),2.0298832128193100,lLLLwPPQcccefihhjjkkklnxixsnqqgfv,Vertex,1.035,lLLLwPPQcccefihhjjkkklnxixsnqqgfv,2,11,2,2,FALSE
45,m015(6 1),2.0298832128193100,lLLLzzQQccdefhikjjikkhsdmvaimptfw,Vertex,0.59,lLLLzzQQccdefhikjjikkhsdmvaimptfw,2,11,2,1,FALSE
46,m016(-2 3),2.0298832128193100,lLvLALQQcaegghkkjijjknxgfktlepxsv,Vertex,2.752,lLvLALQQcaegghkkjijjknxgfktlepxsv,2,11,2,1,FALSE
47,m010(-4 3),2.0298832128193100,lLLvLPQQcachihjkihkjknkppaailelrs,Vertex,0.921,lLLvLPQQcachihjkihkjknkppaailelrs,2,11,2,2,FALSE
48,m019(3 2),2.0298832128193100,lLvLLQAQcbeejighjikkktmtwvcswjhui,Vertex,1.955,lLvLLQAQcbeejighjikkktmtwvcswjhui,2,11,2,1,FALSE
49,m011(-3 1),2.0298832128193100,lLLvMQPPcacfgihhjijkknkfjiuaamnhj,Vertex,0.436,lLLvMQPPcacfgihhjijkknkfjiuaamnhj,2,11,2,1,FALSE
50,m010(4 1),2.0298832128193100,uLAMLvvLzLQMQQcbcbdegmlopoqnrprsssttxxjxxjlldarjggsckofxr,Vertex,1.204,mLAvLwPQQbcbfhijkijlllxxjxaneqbdgsj,2,20,2,2,FALSE
51,m007(-6 1),2.0555467488571200,mLLLLwQMQbcgfgijikkllltsmgwjhwppjsf,Vertex,1.676,mLLLLwQMQbcgfgijikkllltsmgwjhwppjsf,2,12,2,2,FALSE
52,m010(3 2),2.0584843681930300,lLLLLQMPcacfhhggijkkkjkgxafgdjhld,Vertex,0.681,lLLLLQMPcacfhhggijkkkjkgxafgdjhld,2,11,2,1,FALSE
53,m016(-4 1),2.0584843681930300,lLLLvMQQcacfikkkjhjijnkgmtqdxdvos,Vertex,1.754,lLLLvMQQcacfikkkjhjijnkgmtqdxdvos,2,11,2,1,FALSE
54,m009(6 1),2.0624516259038400,mLLLLMLQQcdgihhjkkljllhshfsviailqgr,Gadget and cliques,57.435,mLLLLMLQQcdgihhjkkljllhshfsviailqgr,2,12,2,1,FALSE
55,m009(-6 1),2.0624516259038400,mLLLzAzQQbefgghikljkllxxhhvcvtlxkss,Gadget and cliques,24.926,mLLLzAzQQbefgghikljkllxxhhvcvtlxkss,2,12,2,1,FALSE
56,m007(-5 2),2.0656708384883800,lLLLAAPMcbcgfehhijjkktsmiphaigvis,Vertex,1.45,lLLLAAPMcbcgfehhijjkktsmiphaigvis,2,11,2,1,FALSE
57,m015(-5 1),2.1030952907047300,mLLLPMLPQccfehgijkllkllnahcnhiwcwjw,Vertex,3.411,mLLLPMLPQccfehgijkllkllnahcnhiwcwjw,2,12,2,1,FALSE
58,m010(1 3),2.1086361282860600,tLAwLvLLMvQQQkcbbdfkonmlnroqprqqsshqnhjpiapvsvnjrgfohk,Vertex,0.626,lLLLvQPQccdegihjhjkjkhsloccacmuus,2,19,2,1,FALSE
59,m016(3 2),2.1145676931102200,lLLLLLQQcbdefihhijjkkdwigonsnilwj,Vertex,2.061,lLLLLLQQcbdefihhijjkkdwigonsnilwj,2,11,2,1,FALSE
60,m015(3 2),2.1145676931102200,lLLLvQPQcccfihijhikkklnassrakjirj,Vertex,2.092,lLLLvQPQcccfihijhikkklnassrakjirj,2,11,2,1,FALSE
61,m010(-5 1),2.1147137113309700,mLLzzAMPQcdchggijkllklhsnwbviqsksbr,Gadget and cliques,15.042,mLLzzAMPQcdchggijkllklhsnwbviqsksbr,2,12,2,2,FALSE
62,m011(4 1),2.1243017573097900,lLLLLLQQcacfghjiikkjknkgjeeemrwoj,Vertex,0.472,lLLLLLQQcacfghjiikkjknkgjeeemrwoj,2,11,2,1,FALSE
63,m010(-5 2),2.1280124611826100,lLLLLAMQcacfgfihkjjkkjkgjfuxkffks,Vertex,0.551,lLLLLAMQcacfgfihkjjkkjkgjfuxkffks,2,11,2,1,FALSE
64,m016(4 1),2.1340163368014000,lLLLLzQQcbdehgjjhikkkdwxjrxmskpig,Vertex,0.901,lLLLLzQQcbdehgjjhikkkdwxjrxmskpig,2,11,2,1,FALSE
65,m009(-5 2),2.1340163368014000,lLLLLAAQccdghfihhjkkkhshwwncwuakw,Vertex,0.319,lLLLLAAQccdghfihhjkkkhshwwncwuakw,2,11,2,1,FALSE
66,m009(5 2),2.1340163368014000,lLLvLMQQcbcigikhjhkjktsnonxnrjlrh,Vertex,1.185,lLLvLMQQcbcigikhjhkjktsnonxnrjlrh,2,11,2,1,FALSE
67,m017(1 3),2.1557385676358000,lLLLMLAQcacfggjjhikkknkwwjptmvhet,Vertex,0.736,lLLLMLAQcacfggjjhikkknkwwjptmvhet,2,11,2,1,FALSE
68,m011(-2 3),2.1557385676358000,lLLLLLQQcacfhjkkhijikjkgdupilmcrs,Vertex,1.465,lLLLLLQQcacfhjkkhijikjkgdupilmcrs,2,11,2,1,FALSE
69,m034(4 1),2.1847555750625900,lLLLLAQPccegefhhijkkkqpqqrvjjmxsf,Vertex,0.458,lLLLLAQPccegefhhijkkkqpqqrvjjmxsf,2,11,2,1,FALSE
70,m010(-5 3),2.1933643205139200,lLLLLwQQcacfgfhkijkjkjkgjramnwfwk,Vertex,0.7,lLLLLwQQcacfgfhkijkjkjkgjramnwfwk,2,11,2,1,FALSE
71,m034(-4 1),2.1959641186940200,lLLLLPPQccdfhighijkkkhstrrwrrpewr,Vertex,0.303,lLLLLPPQccdfhighijkkkhstrrwrrpewr,2,11,2,1,FALSE
72,m010(-3 4),2.2004162580615200,tLAwwvvLLQAQQkcbbdfkrnpnmqnoopqrsshhkxjimpakkgbofksgxr,Vertex,1.026,mLLLzPzQQacfhfjiilklklnkgqkuxwcccov,2,19,2,1,FALSE
73,m034(-3 2),2.2076662387269300,lLLvAMMQcbeghggjjkkkjhhhaffqithma,Vertex,1.115,lLLvAMMQcbeghggjjkkkjhhhaffqithma,2,11,2,1,FALSE
74,m011(-3 2),2.2082823597069000,lLLvMQPPcacfgihhjijkknkfjiuaamnhw,Vertex,0.733,lLLvMQPPcacfgihhjijkknkfjiuaamnhw,2,11,2,1,FALSE
75,m011(4 3),2.2102443408587400,lLLLLLQQcacfgkkhjkijjnkgjtlllgrsj,Vertex,0.74,lLLLLLQQcacfgkkhjkijjnkgjtlllgrsj,2,11,2,1,FALSE
76,m011(1 4),2.2109517391119500,mLLvLMMQQacifhkijlkllknkufatmmcfrro,Vertex,6.402,mLLvLMMQQacifhkijlkllknkufatmmcfrro,2,12,2,1,FALSE
77,m015(-3 2),2.2267179039193900,lLLLLPMQcbcgfhhihjkkktsmgsojfldor,Vertex,0.77,lLLLLPMQcbcgfhhihjkkktsmgsojfldor,2,11,2,0,FALSE
78,m015(7 1),2.2267179039193900,mLLLMzzQQcdefghkjjlkllhstawrqljrvow,Vertex,1.646,mLLLMzzQQcdefghkjjlkllhstawrqljrvow,2,12,2,1,FALSE
79,m038(1 2),2.2597671325959800,lvLALPPQceddgihhkjkjkwrkmkcnuwibm,Vertex,0.841,lvLALPPQceddgihhkjkjkwrkmkcnuwibm,2,11,2,0,FALSE
80,m015(5 2),2.2662435732687800,lLLLLPAQcbcgihihjhkkktsmgjgflfhfw,Vertex,0.855,lLLLLPAQcbcgihihjhkkktsmgjgflfhfw,2,11,2,1,FALSE
81,m016(2 3),2.2726318635865600,lLLvMQzQcacfgihhjjjkkjkfjiuaannvw,Vertex,1.38,lLLvMQzQcacfgihhjjjkkjkfjiuaannvw,2,11,2,1,FALSE
82,m026(-4 1),2.2726318635865600,lLLLMPzQcbdfgghijkjkkdwqpwchlqcwc,Vertex,0.261,lLLLMPzQcbdfgghijkjkkdwqpwchlqcwc,2,11,2,1,FALSE
83,m015(-6 1),2.2726318635865600,nLLLwALMQkcegffhlimklmmlhthanctnqrrfnj,Vertex,5.878,nLLLwALMQkcegffhlimklmmlhthanctnqrrfnj,2,13,2,1,FALSE
84,m017(2 3),2.2726318635865600,lLLvLPQQcacgihkjjjikkjkjmapppmkvc,Vertex,0.805,lLLvLPQQcacgihkjjjikkjkjmapppmkvc,2,11,2,1,FALSE
85,m011(-1 4),2.2757758100663900,mLLvMQPPPacfgihhjijkllnkfjiuaamnxxr,Vertex,0.134,lLLLALQPccdgfejhijkjkhshqaqaafhon,2,12,2,1,FALSE
86,m038(4 1),2.2779594449369300,lLLLMLMQccdgefihkjjkkhshewunmufcv,Gadget and cliques,26.125,lLLLMLMQccdgefihkjjkkhshewunmufcv,2,11,2,1,FALSE
87,m023(-3 2),2.2944383000732100,mvLLLPQPQefgjkhgikljllkdidxgkcslbaa,Vertex,4.925,mvLLLPQPQefgjkhgikljllkdidxgkcslbaa,2,12,2,1,FALSE
88,m023(-5 1),2.3126354032530200,mLLLLwMQQcdgihjjlkkljlhshffadmxalps,Gadget and cliques,39.529,mLLLLwMQQcdgihjjlkkljlhshffadmxalps,2,12,2,1,FALSE
89,m022(2 3),2.3126354032530200,lLLLzPQPccdgehgijjjkkhshdvcttpfrr,Vertex,0.199,lLLLzPQPccdgehgijjjkkhshdvcttpfrr,2,11,2,1,FALSE
90,m038(-5 1),2.3126354032530200,mLvLLAMQQbeegihhkljlkllitgvsctujuuk,Gadget and cliques,25.221,mLvLLAMQQbeegihhkljlkllitgvsctujuuk,2,12,2,1,FALSE
91,m017(-5 1),2.3188118676588500,mLLvLAQQPcegghhkkijklltplggstdwwaqn,Vertex,0.971,mLLvLAQQPcegghhkkijklltplggstdwwaqn,2,12,2,2,FALSE
92,m016(-5 1),2.3188118676588500,mLLzvPMQQcdcgkkjlkiljlhsnvpuiuiqgcs,Vertex,2.392,mLLzvPMQQcdcgkkjlkiljlhsnvpuiuiqgcs,2,12,2,1,FALSE
93,m019(4 1),2.3207602674842200,mLvLAQLQPbefggihkijjlletaqkwbhgxkqn,Vertex,5.447,mLvLAQLQPbefggihkijjlletaqkwbhgxkqn,2,12,2,1,FALSE
94,m022(1 3),2.3380401177527500,lLLLzPQPccdgehgijjjkkhshdvcttpfrk,Vertex,0.141,lLLLzPQPccdgehgijjjkkhshdvcttpfrk,2,11,2,1,FALSE
95,m016(-4 3),2.3430171369013100,lLLvLPQQcacgihkjjjikknkjmappqmkvc,Vertex,0.505,lLLvLPQQcacgihkjjjikknkjmappqmkvc,2,11,2,1,FALSE
96,m017(-4 3),2.3430171369013100,lLLvLAQQccegghhkkijkjtplggstdwrar,Vertex,0.34,lLLvLAQQccegghhkkijkjtplggstdwrar,2,11,2,1,FALSE
97,m016(-1 4),2.3522069053925200,mLvwQLMAQadhghgiikklkljaggjkxelrxbr,Vertex,6.029,mLvwQLMAQadhghgiikklkljaggjkxelrxbr,2,12,2,1,FALSE
98,m017(-1 4),2.3522069053925200,mLvLAAMAQbefggihkijlkldmeqgsfagthkj,Vertex,2.921,mLvLAAMAQbefggihkijlkldmeqgsfagthkj,2,12,2,1,FALSE
99,m019(1 4),2.3567684069423200,mLLvAPPMQacfgghikjklklnkvkvaxvcvacn,Vertex,6.082,mLLvAPPMQacfgghikjklklnkvkvaxvcvacn,2,12,2,1,FALSE
100,m015(8 1),2.3627007925545000,nLLLMLzMQkcdefghijklkmmmhstawstxsfsmit,Vertex,4.887,nLLLMLzMQkcdefghijklkmmmhstawstxsfsmit,2,13,2,1,TRUE
101,m034(3 2),2.3627007925545000,lLLLLAMQccegefhhkkjjkqpqqrvjledpv,Vertex,0.209,lLLLLAMQccegefhhkkjjkqpqqrvjledpv,2,11,2,1,FALSE
102,m019(-2 3),2.3641969331606500,lLvLAMAQcaeghghijkikknxgnjkhamwcb,Vertex,0.35,lLvLAMAQcaeghghijkikknxgnjkhamwcb,2,11,2,1,FALSE
103,m022(5 1),2.3705924006400700,nLLvLPQQzkcdhjihjjkhklmmhsfcvksgqnpgqw,Gadget and cliques,101.897,nLLvLPQQzkcdhjihjjkhklmmhsfcvksgqnpgqw,2,13,2,1,FALSE
104,m149(1 2),2.3747499909372200,lvLLLAQQcdgfhjhkkiijkwuhplggbwsgo,Vertex,0.347,lvLLLAQQcdgfhjhkkiijkwuhplggbwsgo,2,11,2,2,FALSE
105,m019(-4 1),2.3803358220915900,mLLvMQPPPacfgihhjijklljkfjiuaamnxxr,Vertex,0.196,lLLLALQPcbedgfjihjkjkxxnxxqaxshoj,2,12,2,1,FALSE
106,m022(5 2),2.4224625168785200,mLLLzPQPPcdgehgijjjkllhshdvcttpfgqj,Vertex,0.851,mLLLzPQPPcdgehgijjjkllhshdvcttpfgqj,2,12,2,1,FALSE
107,m019(3 4),2.4255853786663700,mLLvwQPMQacfhihjjikkllnkvxhauxmngan,Vertex,7.09,mLLvwQPMQacfhihjjikkllnkvxhauxmngan,2,12,2,1,TRUE
108,m022(4 3),2.4255853786663700,mLLLzPQLQcdgehijjikkllhshdvuhttoskk,Vertex,1.886,mLLLzPQLQcdgehijjikkllhshdvuhttoskk,2,12,2,1,FALSE
109,m019(4 3),2.4444077795095100,mLLLvMQMQacffhkjikljllnkgfedxmrdnip,Vertex,4.064,mLLLvMQMQacffhkjikljllnkgfedxmrdnip,2,12,2,1,FALSE
110,m022(-1 3),2.4540294421878500,mLLLPvQAQcdgefhjkjjkllhshivctiakkan,Vertex,0.489,mLLLPvQAQcdgefhjkjjkllhshivctiakkan,2,12,2,2,FALSE
111,m026(4 1),2.4631393944115100,mLLLLAPMQcdgfhhkkjklllhshcrcmdduqrb,Vertex,0.536,mLLLLAPMQcdgfhhkkjklllhshcrcmdduqrb,2,12,2,1,FALSE
112,m029(-3 2),2.4682321966809100,lLLLwPQMcbcgfhijhijkktsmqrahkqtxj,Vertex,0.295,lLLLwPQMcbcgfhijhijkktsmqrahkqtxj,2,11,2,1,FALSE
113,m036(3 2),2.4682321966809100,lLLLLPMQcccegjhhijkkklnmgmjnrhelj,Vertex,0.154,lLLLLPMQcccegjhhijkkklnmgmjnrhelj,2,11,2,2,FALSE
114,m207(1 2),2.4682321966809100,lvLLLPQQcefgjihkhijkkctumlgvocgnb,Gadget and cliques,2.003,lvLLLPQQcefgjihkhijkkctumlgvocgnb,3,11,3,3,FALSE
115,m022(-5 1),2.4878225917861500,oLAwvAAPPPcbcbdhijiklkmnnnhhjhharftqdnxxa,Vertex,0.305,nLLLALPPMkcdgfejkkilkmmmhshqaqhgjqgqof,2,14,2,2,FALSE
116,m023(-6 1),2.4903791858328500,nLLLvMPPQkcdegijhmjlllmmhsdjkagxmlfsvc,Gadget and cliques,83.073,nLLLvMPPQkcdegijhmjlllmmhsdjkagxmlfsvc,2,13,2,1,FALSE
117,m038(3 2),2.5026593053728200,lLLLLwQQcbcgfgjikjikktsmgouriurqs,Vertex,0.241,lLLLLwQQcbcgfgjikjikktsmgouriurqs,2,11,2,1,FALSE
118,m034(-5 1),2.5065758444790700,mLLLLPQzQcdfgjhiihklllhstgxvfrspxpi,Vertex,0.715,mLLLLPQzQcdfgjhiihklllhstgxvfrspxpi,2,12,2,1,FALSE
119,m034(5 1),2.5144043348515600,mLLLLPMPQccfgjgikikllllnagxwjqrusoj,Vertex,0.892,mLLLLPMPQccfgjgikikllllnagxwjqrusoj,2,12,2,1,FALSE
120,m081(3 2),2.5162213804182500,mLLvPLAQQcdefjijjlikllhsivacqqhfawc,Vertex,5.063,mLLvPLAQQcdefjijjlikllhsivacqqhfawc,2,12,2,0,FALSE
121,m070(-3 1),2.5274184773160900,mLLLLwPQQacfhhkhijjkllnkgupimmkokrw,Vertex,2.664,mLLLLwPQQacfhhkhijjkllnkgupimmkokrw,2,12,2,1,FALSE
122,m038(-5 2),2.5274184773160900,mLLvLAQAQcdgffihjkklklhsgwnnnkmmadk,Vertex,1.817,mLLvLAQAQcdgffihjkklklhsgwnnnkmmadk,2,12,2,1,FALSE
123,m036(-5 1),2.5274184773160900,nLLLwPPAAkccefihhjjkklmmlnxixsnqqgvuhs,Vertex,0.413,mLLvAzMQQbegfjgiklklklhhhqhkkqaqxgr,2,13,2,1,FALSE
124,m032(6 1),2.5274184773160900,nvLALvMQQkdcfgkjmijmlklmssamgfxsvlhktf,Vertex,10.218,nvLALvMQQkdcfgkjmijmlklmssamgfxsvlhktf,2,13,2,1,FALSE
125,m033(-2 3),2.5274184773160900,lLLLLMQPcbcghghijijkktsmssskhwujw,Vertex,0.253,lLLLLMQPcbcghghijijkktsmssskhwujw,2,11,2,1,FALSE
126,m030(5 2),2.5303032875718900,mLLwLMAAQacdfhihjkjklljkacqxcvacxcj,Vertex,2.532,mLLwLMAAQacdfhihjkjklljkacqxcvacxcj,2,12,3,1,FALSE
127,m023(-5 2),2.5415850100718300,mLvLLMPQQcfgihjklijkllllmjsgapjraic,Vertex,1.685,mLvLLMPQQcfgihjklijkllllmjsgapjraic,2,12,3,2,FALSE
128,m038(5 1),2.5495466001131400,mLLLMLPPQcdgefikkjjlllhshewuheufgwo,Gadget and cliques,59.203,mLLLMLPPQcdgefikkjjlllhshewuheufgwo,2,12,2,1,FALSE
129,m026(-5 1),2.5667347899598000,nLLLLPzPQkcegehgkmjkmkmlqhqqvstuxpfgkn,Vertex,0.245,mLLLLvQQQbdfgljhkljjkldwqwqtsualmdk,2,13,2,1,FALSE
130,m039(6 1),2.5689706009367100,nLLLLvPQQkcdghlimjlmklkmhshnxnapamenrf,Gadget and cliques,57.032,nLLLLvPQQkcdghlimjlmklkmhshnxnapamenrf,2,13,2,2,FALSE
131,m035(-6 1),2.5689706009367100,mLLLzzMQQcdgehiljljlkkhshivuhdigkfr,Vertex,0.466,mLLLzzMQQcdgehiljljlkkhshivuhdigkfr,2,12,2,2,FALSE
132,m037(2 3),2.5689706009367100,lLvQzLQPcadfegjhijkjkjxqxxhvvbxgj,Vertex,0.116,lLvQzLQPcadfegjhijkjkjxqxxhvvbxgj,2,11,2,2,FALSE
133,m130(-3 1),2.5689706009367100,mLvAvPQPQcfejgkihkljllutuobtfglaklb,Vertex,2.481,mLvAvPQPQcfejgkihkljllutuobtfglaklb,2,12,2,2,FALSE
134,m120(-4 1),2.5689706009367100,lLLLzAQPccdefghijjkkkhsdmjvaiejfg,Gadget and cliques,22.65,lLLLzAQPccdefghijjkkkhsdmjvaiejfg,2,11,2,1,FALSE
135,m223(3 1),2.5689706009367100,mLLLLAzQQbegffhilkjkllxxqxkkohlmogv,Vertex,0.16,lvLAzPAQccdefijhijkkkwnkpoorfvdit,2,12,2,1,FALSE
136,m038(-6 1),2.5689706009367100,nLvLLwQMQkbeeghkhljkmlmmlitgsmctjaaujg,Gadget and cliques,51.039,nLvLLwQMQkbeeghkhljkmlmmlitgsmctjaaujg,2,13,2,1,FALSE
137,m036(-2 3),2.5689706009367100,lLvAwMQPccfefighjijkkumuisbfxbpsw,Vertex,0.208,lLvAwMQPccfefighjijkkumuisbfxbpsw,2,11,2,1,FALSE
138,m160(1 2),2.5689706009367100,lLvvAMQQcbhighhkjjjkkhhhgrwhgknqx,Vertex,0.516,lLvvAMQQcbhighhkjjjkkhhhgrwhgknqx,2,11,3,1,FALSE
139,m117(-4 1),2.5689706009367100,mLLLwPwQQcedfighlkjkllpqramrrhvwncs,Vertex,2.694,mLLLwPwQQcedfighlkjkllpqramrrhvwncs,2,12,2,1,FALSE
140,m026(1 4),2.5689706009367100,nLLvLQMMAkbefgihgjjkklmmxxxvcwrfgupfhj,Vertex,3.995,nLLvLQMMAkbefgihgjjkklmmxxxvcwrfgupfhj,2,13,2,1,FALSE
