Index,Name,Volume,Census isosig,Method,Time,Final isosig,Genus,Tetrahedra,Census fundamental group rank,Homology rank,Haken
1412,v0753(6 1),4.1249032518076800,rLALvAwLLPQQcbcbeighnmlpoqnpoqqhhjsgvvqboamtommgn,Gadget and cliques,119.743,qLLLzLMAAMMkcdghhkjjljmmonppphshxvatedjxtxchdl,2,17,2,1,FALSE
1413,v0822(6 1),4.1249032518076800,qLLLLPzMvQQkcdghjhklmpnmmnopphshjqvlhaqrgjosti,Gadget and cliques,312.174,qLLLLPzMvQQkcdghjhklmpnmmnopphshjqvlhaqrgjosti,2,16,2,1,FALSE
1414,m349(-1 3),4.1285009281356000,oLLLLvwQQQcacfglmjjmnjmllnjkwjqwcgnkojkvj,Vertex,1.92,oLLLLvwQQQcacfglmjjmnjmllnjkwjqwcgnkojkvj,2,14,3,1,TRUE
1415,m350(-5 1),4.1285009281356000,qLAvLMMvwQQkbcbfhjjikmnnonoppxxjxamafqokwmkxjj,Vertex,1.315,pLLzvAAMAAQcdcggkjkmmllnnoohsnkvhpdwkokhdcr,2,16,2,1,FALSE
1416,m372(5 1),4.1287911402579900,pLLLvLAMPQQcdghljmnjlkmnooohshvhhhtdeffsrck,Vertex,964.249,pLLLvLAMPQQcdghljmnjlkmnooohshvhhhtdeffsrck,3,15,3,1,FALSE
1417,m345(6 1),4.1310051566149300,qLLLLvPMMPQkcdgijmlklnopomopphshgummmamgegncpd,Vertex,96.8,qLLLLvPMMPQkcdgijmlklnopomopphshgummmamgegncpd,2,16,2,1,FALSE
1418,m385(-1 3),4.1310223222739900,pLLvLLMzQQQcdiklihjknmomoonhsweawngpllnbbjs,Vertex,0.597,oLLvLzPAQQccdghlkhmjllmnnnhsgrepnikaxposb,2,15,2,1,FALSE
1419,s385(6 1),4.1310484157428000,qLLLLPMzPAMkcdggjigkinlmmoppphshgxwwewxccfxxhq,Vertex,21.297,qLLLLPMzPAMkcdggjigkinlmmoppphshgxwwewxccfxxhq,2,16,2,0,FALSE
1420,s385(-5 2),4.1331640718325200,qLLLLvPQLQMkacfhlhijkonlmmpopjkguimmckqlkrwhjk,Vertex,0.43,oLLLLLAAPQcbcgfjihilnmnlmntsmgegrjahvpkgl,2,16,2,1,FALSE
1421,s385(-6 1),4.1332158692638700,pLLLMwPvQAQcdgehfkjjmlnnooohshmfjhljpfqeofr,Vertex,2.062,pLLLMwPvQAQcdgehfkjjmlnnooohshmfjhljpfqeofr,2,15,2,1,FALSE
1422,m356(3 2),4.1351900403824100,oLLLLLLQPQcacfgjiimlmkknnnnkgjumcrrrskqxu,Vertex,2.843,oLLLLLLQPQcacfgjiimlmkknnnnkgjumcrrrskqxu,2,14,2,1,FALSE
1423,m346(-1 4),4.1352467213939200,pLLzvMzAQPQcdcjjjklikmonnoohsnmmpadqcnpsvad,Vertex,22.037,pLLzvMzAQPQcdcjjjklikmonnoohsnmmpadqcnpsvad,2,15,2,1,FALSE
1424,m356(-1 4),4.1355935770351000,pLvLLMPLQQPcfehjihlmkmlmnooupdjkvspmhqoooxr,Vertex,22.033,pLvLLMPLQQPcfehjihlmkmlmnooupdjkvspmhqoooxr,2,15,2,1,FALSE
1425,m356(2 3),4.1356358911322900,oLLLLAvMQQcacfgihjnmjmlnnmnkgjiiwmkjjwqlj,Vertex,3.833,oLLLLAvMQQcacfgihjnmjmlnnmnkgjiiwmkjjwqlj,2,14,2,1,FALSE
1426,s580(4 1),4.1359418507825400,pLLLLLzMPQQacfhklimoomonmlnnkgxthufhqfxqsnr,Vertex,11.576,pLLLLLzMPQQacfhklimoomonmlnnkgxthufhqfxqsnr,2,15,2,1,FALSE
1427,s417(-4 3),4.1364530235823700,oLLLwPwPPQccdgfhjjlklmnmmnhshhjipagfnugbk,Vertex,0.562,oLLLwPwPPQccdgfhjjlklmnmmnhshhjipagfnugbk,2,14,2,1,FALSE
1428,s566(1 3),4.1368140685330800,oLLvALLQQMccdheijhkmlklmnnhsxteanxgnjondj,Vertex,2.972,oLLvALLQQMccdheijhkmlklmnnhsxteanxgnjondj,2,14,2,1,FALSE
1429,m403(2 3),4.1369943049160300,oLLvLMLMQQcacgjhmhljknlnnmjkjtaqhbwsesmak,Vertex,5.674,oLLvLMLMQQcacgjhmhljknlnnmjkjtaqhbwsesmak,2,14,3,1,TRUE
1430,m376(2 3),4.1369943049160300,oLLvwQPLMQcacfhihkjklmnmnnjkvxhaaxnklelxw,Vertex,5.38,oLLvwQPLMQcacfhihkjklmnmnnjkvxhaaxnklelxw,2,14,3,1,TRUE
1431,s650(-3 1),4.1372450092388100,oLLLLMLPPQcacfihjihmnlmlnnnkgqhehrkxvbsax,Vertex,4.289,oLLLLMLPPQcacfihjihmnlmlnnnkgqhehrkxvbsax,2,14,2,1,FALSE
1432,m346(1 4),4.1375473344210900,pLvAzMLLMQQbefgihlmjknolnootalhjkhahgkannui,Vertex,2.363,oLvLLMPPQPccfgiijhikkmlnmnllxksgnkidhnxjr,2,15,2,1,FALSE
1433,s730(-4 1),4.1375640643732100,pLLLzLLPAQQbcgfjmjkjllononotsmduqixknsmwdcx,Vertex,49.976,pLLLzLLPAQQbcgfjmjkjllononotsmduqixknsmwdcx,2,15,2,1,FALSE
1434,s572(-4 1),4.1381566853406300,qLLzvPzPPAQkcdcghjllonkmpnpophsnvfplotskgtohhj,Vertex,0.48,oLLLzzMzQQccdgehgilnknmlmnhshuvrpvlftkwfe,2,16,2,1,FALSE
1435,s704(-1 2),4.1385184655435200,ovLLLLLQQQcddjhnkinmlknlmmrwlghcgqxgfpbiu,Vertex,621.197,ovLLLLLQQQcddjhnkinmlknlmmrwlghcgqxgfpbiu,3,14,3,1,FALSE
1436,m370(1 3),4.1394779315254900,oLLvLwPQMQccdjfiklkimmnlmnqkwkctupfqthfkr,Gadget and cliques,39.442,oLLvLwPQMQccdjfiklkimmnlmnqkwkctupfqthfkr,2,14,2,1,FALSE
1437,m368(-1 3),4.1394779315254900,oLLvLwMAQQcacghkmjlklknlmnnkjxiamgjwshbwr,Vertex,1.563,oLLvLwMAQQcacghkmjlklknlmnnkjxiamgjwshbwr,2,14,2,1,FALSE
1438,v0785(-5 1),4.1394779315254900,oLLLwzPMPQccdgeihlljkmnmmnhsheenxlnfrpkrj,Vertex,1.416,oLLLwzPMPQccdgeihlljkmnmmnhsheenxlnfrpkrj,2,14,2,1,FALSE
1439,s869(3 1),4.1397327165670200,oLLvLLAAQQccdglgkikmlnknmnhsgpkpgpipihhkg,Vertex,735.893,oLLvLLAAQQccdglgkikmlnknmnhsgpkpgpipihhkg,3,14,3,1,FALSE
1440,m356(-4 3),4.1403707593821400,pLvLLMPLQQPcfehjihlmkmlmnooupdjkvspmhqoofqn,Vertex,0.802,oLLLLLPMAQcacfgkhjlmjjmnnnnkgjtlloqsjhqar,2,15,2,1,FALSE
1441,s450(4 1),4.1408680421005400,pLLvLwPAPQQbegfikljoklnmnnohhigvmifxeikrgrr,Vertex,21.75,pLLvLwPAPQQbegfikljoklnmnnohhigvmifxeikrgrr,2,15,2,1,FALSE
1442,s488(3 2),4.1422763249166900,oLLLLvPAQQcacfhlhijkmmnnnmjkguimmcoofltlr,Vertex,1.852,oLLLLvPAQQcacfhlhijkmmnnnmjkguimmcoofltlr,2,14,2,1,FALSE
1443,m343(4 1),4.1435310039302500,qLLLvvQAAQPkacflljhiknknmpoopnkgllxqvcacxcqnwn,Vertex,0.676,pLLLPzzQzQPacfeghklklkmmnoojkggopxxjxvubsqw,2,16,2,2,FALSE
1444,s758(-3 1),4.1435310039302500,oLLvLLwQQQccdgllninjmlnkmmhsrpuxnqguppmrv,Vertex,5.56,oLLvLLwQQQccdgllninjmlnkmmhsrpuxnqguppmrv,2,14,2,1,TRUE
1445,s437(3 2),4.1458719750043800,oLLLLAwMPQccddgighljmlmnmnpkrrqwnxoegtqin,Vertex,0.933,oLLLLAwMPQccddgighljmlmnmnpkrrqwnxoegtqin,2,14,2,2,FALSE
1446,s403(7 1),4.1465446401166400,rLLLLLMPPAMPcbcgfkhjljnlmlopqqqtsmgxsmiixsrshxhld,Vertex,63.078,rLLLLLMPPAMPcbcgfkhjljnlmlopqqqtsmgxsmiixsrshxhld,2,17,2,1,FALSE
1447,s394(6 1),4.1474905069092600,pLLLLLvQQAQcdghjnjjnmlmlooohshnxhpxelubfxtm,Vertex,2.266,pLLLLLvQQAQcdghjnjjnmlmlooohshnxhpxelubfxtm,2,15,2,1,FALSE
1448,m363(3 2),4.1482146767500200,oLLvLMMzQQcacgjhilkkklmnmnnkjiaeaornnkhkw,Vertex,1.832,oLLvLMMzQQcacgjhilkkklmnmnnkjiaeaornnkhkw,2,14,2,1,FALSE
1449,m349(-5 1),4.1484417586256600,qLALvvALQPQkbcbehjnmjlnmlpoophhjsvitlqksjjpkrn,Vertex,1.652,pLLvQLAwAAQbeghffijkmlnloooxxahhwxxhhxhnhxq,2,16,2,1,FALSE
1450,m363(2 3),4.1485662545036200,oLLLLAvQQPcacfgihjklmjlnmnnkgjiiwwnkjviks,Vertex,2.058,oLLLLAvQQPcacfgihjklmjlnmnnkgjiiwwnkjviks,2,14,2,1,FALSE
1451,m370(-5 1),4.1488509417011600,rLAwvLLLMPQQcbcbdgmokpnnqqqmoppxxjxxmlfahtebrwffb,Vertex,1785.207,qLLvAzLQvQQkbeghjikmlpplnoopohhhahfehehavbfsms,3,17,3,1,FALSE
1452,m368(5 1),4.1488509417011600,pLLLLvQPPQPacfikjikjmnllmoonkgalexgcklkkjhn,Vertex,1.366,oLLvQLAwAQcbeghffijkmlnlnnxxahxnxxhhxhnwr,2,15,2,1,FALSE
1453,s442(4 1),4.1488509417011600,pLLLLzMPMQPbegfjjijmllnmmooxxqxxhohhlovgvhk,Vertex,0.826,pLLLLzMPMQPbegfjjijmllnmmooxxqxxhohhlovgvhk,2,15,2,2,FALSE
1454,s547(-4 1),4.1490448776577700,pLLLLLLMMQQacfhkhjmjonmlmnonkgxtaaokahbnknk,Vertex,10.3,pLLLLLLMMQQacfhkhjmjonmlmnonkgxtaaokahbnknk,2,15,2,1,FALSE
1455,s394(4 3),4.1490879693617500,oLLLLvAPQQcbcgfihmnjlknmlntsmgnnaxtbwokkr,Vertex,0.83,oLLLLvAPQQcbcgfihmnjlknmlntsmgnnaxtbwokkr,2,14,2,1,FALSE
1456,m364(-2 3),4.1525174921850000,oLLvvMPAQQcacihjjkjknmmmlnnkaapqxmwhnccws,Vertex,2.887,oLLvvMPAQQcacihjjkjknmmmlnnkaapqxmwhnccws,2,14,2,1,FALSE
1457,m360(-1 4),4.1533342694443600,pLLLvLPQPQPacfkljihkknmmmoojkgdpxmsckdffcxj,Vertex,9.271,pLLLvLPQPQPacfkljihkknmmmoojkgdpxmsckdffcxj,2,15,2,2,FALSE
1458,s451(1 3),4.1543482908390200,oLLLvAPLQQccdgjgklknklmmmnhshxwepahxposbs,Vertex,0.525,oLLLvAPLQQccdgjgklknklmmmnhshxwepahxposbs,2,14,2,1,FALSE
1459,s457(4 1),4.1547845296316900,pLLLvMLMPQQacfikjhionmllnnonkgmtxdoltsoridk,Vertex,7.167,pLLLvMLMPQQacfikjhionmllnnonkgmtxdoltsoridk,2,15,2,1,FALSE
1460,s469(6 1),4.1553862350607700,qLLvLLPQzMQkcdjillmhiknmppoophskvippnrphkdhrfd,Vertex,0.819,pLLLvMLMPQQcdghhmljolomnnnohshsvullpkocrcrs,2,16,2,1,FALSE
1461,s566(-3 1),4.1564612671846700,pLLLzLLQQMPcdgeihjkmlmlmnoohshtertagnsowaxj,Vertex,23.802,pLLLzLLQQMPcdgeihjkmlmlmnoohshtertagnsowaxj,2,15,2,1,FALSE
1462,s489(-5 1),4.1565675534692000,qLLLLwvMPQQkcdgihnomplnolonpphshfshxtffkvwcfws,Gadget and cliques,155.519,qLLLLwvMPQQkcdgihnomplnolonpphshfshxtffkvwcfws,2,16,2,1,FALSE
1463,v1315(-4 1),4.1566754268179400,rLLLvLPPMAPQccdgljmkmljonpopoqqhshdddpddpdkmrdckk,Gadget and cliques,306.832,qLLLvMLwQPQkcdghhlmomlpnlnnpphshsvdmqmnxcfrvlm,2,17,2,2,TRUE
1464,m389(5 1),4.1566754268179400,rLALvLAvMMQQcbcbejhjlpmoqmpoqqphhjsmvilwocpgjomab,Vertex,1.513,pLLLwMLwMQQcdgefhijmmolnonohshmjsqaqaujaajs,2,17,2,1,FALSE
1465,m390(-1 3),4.1566754268179400,oLLvLLMPQQcacghimjllkkmnnnnkjadafwocwwjcf,Vertex,442.366,oLLvLLMPQQcacghimjllkkmnnnnkjadafwocwwjcf,3,14,3,1,FALSE
1466,s882(1 2),4.1566754268179400,ovLLvQzQPQcegihjikmljnnlmnrtumtrraaglphjs,Vertex,5.504,ovLLvQzQPQcegihjikmljnnlmnrtumtrraaglphjs,2,14,2,1,FALSE
1467,s478(-5 1),4.1566754268179400,qLLLLwzMMQPkcdgihjmkjonlnoppphshfsxhamssjsfxqq,Gadget and cliques,108.658,qLLLLwzMMQPkcdgihjmkjonlnoppphshfsxhamssjsfxqq,2,16,2,2,FALSE
1468,s480(-1 3),4.1566754268179400,oLLLLLLAQQccdgihljjknklnmnhshvvmupmpjfkjc,Vertex,1.201,oLLLLLLAQQccdgihljjknklnmnhshvvmupmpjfkjc,2,14,2,2,FALSE
1469,s479(5 1),4.1566754268179400,pLLLvLPzQQQcdghijlnjoononmmhshvsadeibcbfsjw,Vertex,4.146,pLLLvLPzQQQcdghijlnjoononmmhshvsadeibcbfsjw,2,15,2,2,FALSE
1470,s500(-4 1),4.1566754268179400,pLLLLAPLPPQcegeihjjknlmnmooqhqqvvxhtjfnbkps,Vertex,2.753,pLLLLAPLPPQcegeihjjknlmnmooqhqqvvxhtjfnbkps,2,15,2,2,FALSE
1471,m371(-3 2),4.1579700345581300,oLLvLLQPAQccdgljkkjmlmlknnhsgprpechtxphkj,Vertex,490.609,oLLvLLQPAQccdgljkkjmlmlknnhsgprpechtxphkj,3,14,3,1,FALSE
1472,m369(3 2),4.1579700345581300,oLLvLwLQQQccdghlnnjjnlkmlmhsgkllugvdadjss,Vertex,411.459,oLLvLwLQQQccdghlnnjjnlkmlmhsgkllugvdadjss,3,14,3,1,FALSE
1473,s440(-3 2),4.1579700345581300,pLLzLPzPQPPaceigijlkmkmnmoonkxuaartblctfjhw,Vertex,3.618,oLLLLMPzQPcacfgfhijkmklmnnnkgjfemrsicpbtw,2,15,2,1,FALSE
1474,s417(-5 2),4.1602262253310600,oLLLwPwPPQccdgfhjjlklmnmmnhshhjipagfndgbj,Vertex,0.604,oLLLwPwPPQccdgfhjjlklmnmmnhshhjipagfndgbj,2,14,2,1,FALSE
1475,m410(-4 1),4.1610449768058100,oLLLvLPPQQccdghklkmnkjlnmnhshvidpqiqanbfk,Vertex,693.204,oLLLvLPPQQccdghklkmnkjlnmnhshvidpqiqanbfk,3,14,3,1,FALSE
1476,m352(-1 4),4.1621429364521100,pLvLLPPPAQPaeikhkijmmlkmnoojxmikiaiaqncvlhs,Vertex,11.366,pLvLLPPPAQPaeikhkijmmlkmnoojxmikiaiaqncvlhs,2,15,2,2,TRUE
1477,s554(-1 3),4.1633426548888400,oLLvLLPPQQcacghlhklkjnnmmnnkjaqmobcrkcvkg,Vertex,255.25,oLLvLLPPQQcacghlhklkjnnmmnnkjaqmobcrkcvkg,3,14,3,2,FALSE
1478,s432(-4 3),4.1634359930232000,qLLLLLLzQMQkcdgihmjmnnlomnopphshbvuplabkfwgfuw,Vertex,0.764,pLLLLwvQPQQcdgfhnjlkmknmonohshjseqeeonfsojr,2,16,2,1,FALSE
1479,m371(-4 1),4.1634359930232000,oLLvAzQLQPcbeghjiikmlklnnnhhhhhknxhqgwxxq,Vertex,701.048,oLLvAzQLQPcbeghjiikmlklnnnhhhhhknxhqgwxxq,3,14,3,1,FALSE
1480,m369(4 1),4.1634359930232000,pLLvLwLQQQPcdghlnnjjnlkmloohsgkllugvdadjsqn,Vertex,609.699,oLLvLLMQMQcbefklkmjjlnlknnxxxqhxhofxhxxgb,3,15,3,1,FALSE
1481,s912(2 1),4.1639959336085600,pLLvLvPPQQQcdglinomnklomomnhsgirahetxmptjcf,Vertex,1.475,oLvLLLwQQQcbfghikmlljmknnnxhxgviaxenxavvo,2,15,2,1,TRUE
1482,s412(-6 1),4.1642041962522200,rLLLLLLMAPQPccdgfhmjnljolppoqpqhshjvhpalixoxipxfj,Gadget and cliques,105.189,qLLvLwPAAPQkcdjikhkmjnmomoopphsksislegufcwvcwj,2,17,2,1,FALSE
1483,s581(-4 1),4.1642986817302300,pLLLvLPAMQQacfllkimjjkomnoonkgtllmogrwaflvc,Vertex,792.243,oLLLvLMQAQccdglhkmkllmknnnhshdcexpdqlsknr,3,15,3,1,FALSE
1484,m349(4 3),4.1644000252106700,oLLvLwMAQQcacghkmjlklknlmnnkjxiqmgjwshbkr,Vertex,2.284,oLLvLwMAQQcacghkmjlklknlmnnkjxiqmgjwshbkr,2,14,2,1,TRUE
1485,s445(-3 2),4.1645108785269200,oLLLvPAAQPccddjhgiikkmlmnnpkrhfnaxafmwpnj,Vertex,1.836,oLLLvPAAQPccddjhgiikkmlmnnpkrhfnaxafmwpnj,2,14,2,2,FALSE
1486,s442(2 3),4.1655448991928200,qLLvvMMAQAPkcdkihkmhklnmnppophslvgamnqqllhxdnn,Vertex,1.542,pLLLzPzwMQQbeggjijlnnmlmonoxxqqxrhalvjjokrs,2,16,3,1,FALSE
1487,m390(4 1),4.1655448991928200,oLLvLzPQMQcbefkhmljilnmmnnxxxxftdfgtimgvk,Vertex,920.606,oLLvLzPQMQcbefkhmljilnmmnnxxxxftdfgtimgvk,3,14,3,1,FALSE
1488,s480(4 1),4.1655448991928200,pLLLLvPPPQQcdghiijlmnnlomoohshnsnpanrvbvbgn,Vertex,10.344,pLLLLvPPPQQcdghiijlmnnlomoohshnsnpanrvbvbgn,2,15,2,1,FALSE
1489,v0953(4 1),4.1655448991928200,rLLvAwwPLQQMcbeghfinmmooplmonqqhhhhgnhhsbcigwcnhs,Gadget and cliques,62.414,pLLLLAzPPPQacfihfimllknooonnkgqqkhqkbsaxbwj,2,17,2,1,FALSE
1490,s709(-3 1),4.1663844432376100,oLLLLLPQzQcacfggkijljmnnmnjkgjfpjcfslqpdj,Vertex,3.186,oLLLLLPQzQcacfggkijljmnnmnjkgjfpjcfslqpdj,2,14,2,1,TRUE
1491,m363(-1 4),4.1666901900168900,pLLvLQLMMAQacjihhljklmknononkaaaaaxnnkkxqjw,Vertex,9.57,pLLvLQLMMAQacjihhljklmknononkaaaaaxnnkkxqjw,2,15,2,1,FALSE
1492,s480(-2 3),4.1699372515787200,oLLLLLLAQQccdgihljjknklnmnhshvvmupmpjfkkc,Vertex,1.323,oLLLLLLAQQccdgihljjknklnmnhshvvmupmpjfkkc,2,14,2,1,FALSE
1493,s547(4 1),4.1699372515787200,pLLLLAPLPPQcegeihjjknlmnmooqhqqvvxhtjfnbkpw,Vertex,3.952,pLLLLAPLPPQcegeihjjknlmnmooqhqqvvxhtjfnbkpw,2,15,2,1,FALSE
1494,m390(-2 3),4.1699372515787200,oLvPLvAPQQcafegihlknmnlnmmjqxkpasoeoeganj,Vertex,637.916,oLvPLvAPQQcafegihlknmnlnmmjqxkpasoeoeganj,3,14,3,0,FALSE
1495,s490(4 1),4.1701890968969000,vLAwvLPvwAAPAQQbcbdgikomqpqssoortustuhhjqmkoqqhbgtpofwhhurs,Vertex,0.717,pLLLLLLMQMQacfhkhjmjjnmmononkgxtaaokwqbkxrj,2,21,2,1,FALSE
1496,s645(1 3),4.1713204013225000,oLvLAMwwQQcaeghghilnlmlnmnnxgnjkamlbhfhhr,Vertex,2.359,oLvLAMwwQQcaeghghilnlmlnmnnxgnjkamlbhfhhr,2,14,2,1,FALSE
1497,s874(3 1),4.1713204013225000,oLLLLzQPzQcccefjjihkklmnnnlnpbahnjieoclma,Vertex,5.256,oLLLLzQPzQcccefjjihkklmnnnlnpbahnjieoclma,2,14,2,1,FALSE
1498,s599(3 1),4.1713204013225000,pLLvvLwQQQQachmkjlollkjnmoonkaixlbbbcfksjvb,Vertex,1.97,oLLLLvPQMQcacfhmhijillnlnnnkgdhlmcrjwhkqx,2,15,2,1,TRUE
1499,v2018(-3 1),4.1713204013225000,ovLAwMwLQQcedfdgihmmnlnmlnsfajxcrdrssrgjr,Vertex,4.801,ovLAwMwLQQcedfdgihmmnlnmlnsfajxcrdrssrgjr,2,14,2,1,FALSE
1500,v1054(4 1),4.1713204013225000,pLLvLLAPQAQcdgijjnkillnlnoohsgvrsluntifrwqn,Vertex,12.044,pLLvLLAPQAQcdgijjnkillnlnoohsgvrsluntifrwqn,2,15,2,1,TRUE
1501,s649(-1 3),4.1713204013225000,oLLLvMMMQMcbcfijkhkmlmlmnntsujaxfqtulcnqr,Vertex,2.835,oLLLvMMMQMcbcfijkhkmlmlmnntsujaxfqtulcnqr,2,14,2,2,FALSE
1502,s667(1 2),4.1713204013225000,oLLLvAAPPQccedhhjjllmnnmlnptrwvlaeepvscog,Vertex,5.074,oLLLvAAPPQccedhhjjllmnnmlnptrwvlaeepvscog,2,14,2,1,FALSE
1503,v2643(-1 2),4.1713204013225000,ovLLLLAAQQcefgkhjimnjlmnnmcppagbcxascqiea,Vertex,7.431,ovLLLLAAQQcefgkhjimnjlmnnmcppagbcxascqiea,2,14,3,1,FALSE
1504,v0753(5 2),4.1726202343969700,pLLLPvzzQQQacfegljnkmolnonojkggoxvafiuvuuro,Vertex,3.59,pLLLPvzzQQQacfegljnkmolnonojkggoxvafiuvuuro,2,15,2,1,FALSE
1505,s850(-3 1),4.1727508685941200,pLLLLvPQMPQacfgiikjimlonnoonkgfdmccrfotqiqg,Vertex,0.894,oLLvLLPQMQccdgikmljllnmknnhsgkmddwmuqaewo,2,15,2,1,TRUE
1506,s915(1 2),4.1727508685941200,ovLLLLMQMQcegijhllkkmlmnnngmtigbvgodshmtk,Vertex,540.829,ovLLLLMQMQcegijhllkkmlmnnngmtigbvgodshmtk,3,14,3,1,FALSE
1507,s424(-2 3),4.1727508685941200,oLLLLLLQPQccdgihljjmmnknmnhshvvmupelnnkwk,Vertex,0.69,oLLLLLLQPQccdgihljjmmnknmnhshvvmupelnnkwk,2,14,3,2,FALSE
1508,m349(6 1),4.1728351086210300,qLLvQLAwAAMkbeghffijkmlnlopppxxaahwxxhaxhnhhwr,Vertex,2.734,pLLLAzwLQPQbefgfihnnmklmnoohhihihghawkjcelj,2,16,2,1,FALSE
1509,v2099(-1 2),4.1736013775037500,ovLLAwMPMQccgfhgjjljmlnmnnkdeaaobdrdptmgk,Vertex,6.353,ovLLAwMPMQccgfhgjjljmlnmnnkdeaaobdrdptmgk,2,14,3,1,FALSE
1510,m351(3 2),4.1736475945328500,oLLvLLMAQQcacghkmhjkmjllnnjkjauaancnnskak,Vertex,1.76,oLLvLLMAQQcacghkmhjkmjllnnjkjauaancnnskak,2,14,2,1,FALSE
1511,s451(2 3),4.1766371581040400,oLLLvAPLQQccdgjgklknklmmmnhshxwepahxposbw,Vertex,0.56,oLLLvAPLQQccdgjgklknklmmmnhshxwepahxposbw,2,14,2,1,FALSE
1512,s595(4 1),4.1777510731897800,pLLLLvLAQQQacfhhijolmnolnnonkgdlmcxjbnikwvl,Vertex,380.872,oLLvLMPwQQccdjfijkhlnnlmmnhsgvvgqniqhffwo,3,15,3,2,TRUE
1513,s595(-4 1),4.1777510731897800,pLLvLAzQPPQcdghjjkminlommoohsgbgshavxtxwrxa,Vertex,716.019,pLLvLAzQPPQcdghjjkminlommoohsgbgshavxtxwrxa,3,15,3,2,TRUE
1514,m351(2 3),4.1791668388610600,oLLLLAvQQPcacfgihjklmjlnmnnkgjiibwnkrviks,Vertex,1.083,oLLLLAvQQPcacfgihjklmjlnmnnkgjiibwnkrviks,2,14,2,1,FALSE
1515,m378(4 1),4.1793424026710700,pLLvvPMMQQPcdhghkinmmmknnoohsosoajxeelissxj,Vertex,13.001,pLLvvPMMQQPcdhghkinmmmknnoohsosoajxeelissxj,2,15,2,1,FALSE
1516,s463(-1 4),4.1795210797291000,uLAvLvLPPPLQMQccbbfjojmnmqqpsrrttsrtqqnxrxbdxgvrwmtexlhic,Vertex,1195.051,pLLvLAMAMQPcdjifkihkmlmnmoohskssxgnldpjgshs,3,20,3,1,FALSE
1517,s432(-1 4),4.1796589983786800,pLLLLLwQPQPcdgijhmkjlmnlmoohshvibheilnnsfxj,Vertex,3.513,pLLLLLwQPQPcdgijhmkjlmnlmoohshvibheilnnsfxj,2,15,2,1,FALSE
1518,v2051(3 1),4.1802001525766300,oLvLvQMAPQcbehjghkiilmnmnnxlvgskrjjhadwok,Vertex,4.026,oLvLvQMAPQcbehjghkiilmnmnnxlvgskrjjhadwok,2,14,3,1,FALSE
1519,m373(2 3),4.1808257519725500,oLLvLQLwQQcacihjhlinkmmlnnjkuluaamlfkskmp,Vertex,3.6,oLLvLQLwQQcacihjhlinkmmlnnjkuluaamlfkskmp,2,14,2,2,FALSE
1520,m393(4 1),4.1808869593490700,pLLvLQLMMAQacjihhljklmknonojkaaaaaxknnrahns,Vertex,1.796,oLLvLLLQQQccdgjkilijmnkmmnhsgcewprgiusrfw,2,15,2,1,FALSE
1521,m350(5 1),4.1810874988019200,qLLvLPvMQQAkcdgjikknkllnmmopphsgjvahdphtmnkohs,Vertex,0.669,pLLLLMLMLQQcdghfjlkmjnnmooohshwwhhmejfswgsj,2,16,2,1,FALSE
1522,s463(2 3),4.1829707285212800,sLLLzzvLAQQPQcdgehmpkknqnmopqqrrhshavgobfbuckrraqlj,Vertex,0.669,pLLLvPLMPQQcdgihjmjnoomolnnhshrvaqdunnrrsnn,2,18,2,1,FALSE
1523,v1268(3 2),4.1840577332409400,oLLLPvzQMQccdefgikjlmnlnmnhsdmgmmabstjxka,Vertex,3.201,oLLLPvzQMQccdefgikjlmnlnmnhsdmgmmabstjxka,2,14,3,1,FALSE
1524,s457(-4 1),4.1852311276768700,pLLLLvPQPAQacfhlhijkjnlmononkguimmkkrukrqjn,Vertex,4.5,pLLLLvPQPAQacfhlhijkjnlmononkguimmkkrukrqjn,2,15,2,1,FALSE
1525,s477(1 3),4.1862315477365900,oLLPvMvMQQcacefhjillknlnmnjkxrpxnaxtprwnr,Vertex,0.414,oLLPvMvMQQcacefhjillknlnmnjkxrpxnaxtprwnr,2,14,2,2,FALSE
1526,m356(-3 4),4.1864782565422800,pLvLAAvAQQPcfhfhiklnkmlnnoohemhgjaixjfsknhj,Vertex,21.478,pLvLAAvAQQPcfhfhiklnkmlnnoohemhgjaixjfsknhj,2,15,2,1,FALSE
1527,s464(1 3),4.1874122869415800,pLLLLPzLPQQcdgfjhknmmoloomnhshjxvpxhsocsggj,Gadget and cliques,138.851,pLLLLPzLPQQcdgfjhknmmoloomnhshjxvpxhsocsggj,2,15,2,2,FALSE
1528,s480(3 2),4.1883063705462600,pLLvzMvQQAQcdgfkjlinkmnloootklkaupwlxgoklxp,Vertex,30.247,pLLvzMvQQAQcdgfkjlinkmnloootklkaupwlxgoklxp,2,15,2,1,FALSE
1529,s472(4 1),4.1883063705462600,pLLvLLPQMAQbdhhimillkklnonodwoooxspmhhdrxwr,Vertex,3.445,pLLvLLPQMAQbdhhimillkklnonodwoooxspmhhdrxwr,2,15,2,1,FALSE
1530,s437(2 3),4.1883063705462600,oLLvLLQLQQcacghljhlkmmmknnjkjatxxkcwkosdk,Vertex,0.918,oLLvLLQLQQcacghljhlkmmmknnjkjatxxkcwkosdk,2,14,2,1,FALSE
